GA_ID,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
108,51157.40332,288759.6924,153902.022,372503.8208,346839.1777,551916.6948,959199.4177,1681986.498,1508722.511,1483325.538,840962.2687,289181.1858,29792.85278,0,0,0,0,0,0,6383.910156,6383.910156,32084.72217,51364.27539,154101.3613,205208.3774,794084.3315,7910127.339,1.37E+07,1.47E+07,1.40E+07,1.51E+07,1.08E+07,1.10E+07
112,4985110.235,9403091.166,5969632.284,1.30E+07,1.57E+07,1.76E+07,2.00E+07,2.24E+07,1.41E+07,1.56E+07,1.19E+07,7199090.348,2308463.21,1222201.037,912189.8456,444629.2686,913117.9029,4281960.25,5339425.779,5280577.965,6823041.862,5994953.503,5070896.855,7197602.77,5973267.696,7832367.332,2.93E+07,4.18E+07,7.18E+07,7.55E+07,6.20E+07,6.30E+07,3.62E+07
110,8.78E+07,9.90E+07,1.75E+08,3.37E+08,3.74E+08,3.83E+08,3.28E+08,4.18E+08,3.65E+08,4.64E+08,3.64E+08,4.68E+08,3.55E+08,3.50E+08,3.23E+08,3.74E+08,3.57E+08,4.19E+08,4.68E+08,4.23E+08,3.50E+08,2.53E+08,1.23E+08,4.00E+07,1.08E+07,1.35E+07,7.96E+07,1.57E+08,2.52E+08,2.38E+08,1.54E+08,1.06E+08,3.27E+07
111,1.71E+08,1.63E+08,1.51E+08,1.43E+08,1.24E+08,1.05E+08,9.77E+07,9.22E+07,1.13E+08,1.42E+08,1.05E+08,1.31E+08,1.75E+08,1.43E+08,1.15E+08,1.34E+08,1.49E+08,1.36E+08,1.57E+08,1.47E+08,1.79E+08,1.99E+08,1.73E+08,8.42E+07,5.96E+07,4.40E+07,3.36E+07,5.52E+07,7.40E+07,6.89E+07,4.33E+07,3.68E+07,2394105.474
125,5.30E+08,5.31E+08,4.49E+08,4.38E+08,3.98E+08,4.07E+08,3.81E+08,3.36E+08,3.10E+08,3.89E+08,2.71E+08,3.39E+08,4.84E+08,5.13E+08,4.01E+08,4.33E+08,4.34E+08,3.92E+08,4.16E+08,4.14E+08,4.44E+08,4.59E+08,3.66E+08,2.06E+08,1.69E+08,1.78E+08,2.17E+08,2.44E+08,4.13E+08,4.00E+08,2.26E+08,1.62E+08,2.68E+07
123,6.26E+08,5.91E+08,5.02E+08,4.68E+08,3.58E+08,3.50E+08,3.34E+08,3.08E+08,3.28E+08,4.36E+08,2.96E+08,4.16E+08,5.79E+08,5.70E+08,5.21E+08,5.61E+08,5.85E+08,5.57E+08,5.61E+08,4.99E+08,5.52E+08,5.76E+08,4.90E+08,2.98E+08,3.17E+08,2.38E+08,2.38E+08,4.03E+08,5.73E+08,5.15E+08,3.21E+08,3.34E+08,1.52E+07
132,4.75E+08,4.71E+08,3.89E+08,3.54E+08,3.78E+08,4.00E+08,3.95E+08,4.03E+08,4.29E+08,4.82E+08,3.25E+08,3.27E+08,4.42E+08,4.92E+08,4.14E+08,4.69E+08,4.41E+08,4.08E+08,4.40E+08,3.98E+08,4.28E+08,4.82E+08,3.90E+08,2.45E+08,3.07E+08,2.17E+08,2.33E+08,2.45E+08,4.35E+08,4.16E+08,3.22E+08,2.06E+08,1.36E+08
128,5.19E+08,6.59E+08,6.68E+08,1.10E+09,1.02E+09,1.46E+09,1.37E+09,1.49E+09,1.74E+09,2.19E+09,1.81E+09,2.02E+09,1.76E+09,1.13E+09,1.06E+09,1.25E+09,1.31E+09,1.33E+09,1.41E+09,1.23E+09,1.06E+09,7.86E+08,4.23E+08,1.77E+08,1.06E+08,1.24E+08,3.08E+08,9.34E+08,1.29E+09,1.89E+09,1.58E+09,1.59E+09,1.66E+09
127,5.25E+07,4.41E+07,6.68E+07,1.19E+08,1.30E+08,1.81E+08,1.56E+08,2.29E+08,5.07E+08,7.15E+08,4.83E+08,6.03E+08,5.91E+08,5.02E+08,5.10E+08,5.98E+08,6.57E+08,6.86E+08,7.20E+08,6.17E+08,5.42E+08,3.93E+08,1.45E+08,2.65E+07,3618109.54,2564335.635,1.41E+07,9.90E+07,2.31E+08,3.33E+08,3.48E+08,3.34E+08,3.84E+08
131,2.73E+07,4.05E+07,3.57E+07,4.88E+07,6.21E+07,6.92E+07,5.83E+07,3.90E+07,3.28E+07,3.00E+07,2.64E+07,3.16E+07,3.44E+07,2.16E+07,1.55E+07,1.49E+07,1.34E+07,1.57E+07,1.80E+07,1.60E+07,1.72E+07,1.61E+07,1.18E+07,1.43E+07,1.67E+07,1.71E+07,1.73E+07,1.69E+07,2.19E+07,2.69E+07,5.34E+07,5.79E+07,7.02E+07
